('cinl', 'le'): 1.0
('yuk', 'tu'): 0.000998502246630055
('yuk', 'ba'): 0.000998502246630055
('yuk', 'cek'): 0.000998502246630055
('yuk', 'len'): 0.000998502246630055
('yuk', 'de'): 0.000998502246630055
('gu', 'run'): 0.0009983361064891847
('gu', 'tun'): 0.0009983361064891847
('gu', 'yu'): 0.0009983361064891847
('la', 'ba'): 0.0009980371935194119
('let', 'to'): 0.0009970089730807576
('let', 'hargy'): 0.0009970089730807576
('cik', 'tin'): 0.0009970089730807576
('cik', 'mek'): 0.0009970089730807576
('cik', 'ko'): 0.0009970089730807576
('let', 'ce'): 0.0009970089730807576
('cik', 'endsntnc'): 0.0009970089730807576
('let', 'go'): 0.0009970089730807576
('cik', 'siz'): 0.0009970089730807576
('let', 'ters'): 0.0009970089730807576
('let', 'bas'): 0.0009970089730807576
('let', 't'): 0.0009970089730807576
('cik', 'rik'): 0.0009970089730807576
('ku', 'dus'): 0.000996611520829181
('ku', 'ras'): 0.000996611520829181
('luk', 'luk'): 0.00099601593625498
('luk', 'lik'): 0.00099601593625498
('luk', 've'): 0.00099601593625498
('luk', 'si'): 0.00099601593625498
('luk', 'can'): 0.00099601593625498
('luk', 'tey'): 0.00099601593625498
('luk', 'de'): 0.00099601593625498
('luk', 'suz'): 0.00099601593625498
('luk', 'for'): 0.00099601593625498
('luk', 'cu'): 0.00099601593625498
('luk', 'l'): 0.00099601593625498
('luk', 'su'): 0.00099601593625498
('bu', 'da'): 0.0009959167413604222
('wtspc', 'oz'): 0.000993907865014717
('ci', 'yor'): 0.0009922041105598866
('ci', 'vi'): 0.0009922041105598866
('ci', 'kip'): 0.0009922041105598866
('ci', 'han'): 0.0009922041105598866
('ci', 'miy'): 0.0009922041105598866
('ci', 'no'): 0.0009922041105598866
('es', 'soy'): 0.000992063492063492
('es', 'ses'): 0.000992063492063492
('es', 'tus'): 0.000992063492063492
('es', 'tis'): 0.000992063492063492
('es', 'tas'): 0.000992063492063492
('es', 'fak'): 0.000992063492063492
('es', 'ham'): 0.000992063492063492
('es', 'k'): 0.000992063492063492
('es', 'selsty'): 0.000992063492063492
('es', 'tag'): 0.000992063492063492
('es', 'mek'): 0.000992063492063492
('es', 'gi'): 0.000992063492063492
('es', 'se'): 0.000992063492063492
('es', 'yay'): 0.000992063492063492
('es', 'por'): 0.000992063492063492
('es', 'q'): 0.000992063492063492
('es', 'ke'): 0.000992063492063492
('es', 'tam'): 0.000992063492063492
('es', 'len'): 0.000992063492063492
('es', 're'): 0.000992063492063492
('es', 'son'): 0.000992063492063492
('es', 'tir'): 0.000992063492063492
('es', 'gu'): 0.000992063492063492
('es', 'r'): 0.000992063492063492
('es', 'to'): 0.000992063492063492
('es', 'top'): 0.000992063492063492
('sin', 'les'): 0.000990916597853014
('ko', 'vus'): 0.0009908347783007183
('ko', 'ta'): 0.0009908347783007183
('ko', 'pun'): 0.0009908347783007183
('ko', 'sa'): 0.0009908347783007183
('ko', 'to'): 0.0009908347783007183
('ko', 'ras'): 0.0009908347783007183
('ko', 'med'): 0.0009908347783007183
('ko', 'lej'): 0.0009908347783007183
('sis', 'ten'): 0.0009900990099009901
('bul', 'lu'): 0.0009900990099009901
('sis', 'to'): 0.0009900990099009901
('bul', 'lamb'): 0.0009900990099009901
('bul', 'ca'): 0.0009900990099009901
('bul', 'ka'): 0.0009900990099009901
('bul', 'mu'): 0.0009900990099009901
('sis', 'mog'): 0.0009900990099009901
('bul', 'bul'): 0.0009900990099009901
('sis', 'ken'): 0.0009900990099009901
('sis', 'sa'): 0.0009900990099009901
('bul', 'ten'): 0.0009900990099009901
('bul', 'duy'): 0.0009900990099009901
('sis', 'tek'): 0.0009900990099009901
('bul', 'ler'): 0.0009900990099009901
('sis', 'lik'): 0.0009900990099009901
('sis', 'sip'): 0.0009900990099009901
('sis', 'mis'): 0.0009900990099009901
('sis', 'kin'): 0.0009900990099009901
('bul', 'sa'): 0.0009900990099009901
('de', 'ta'): 0.000989399293286219
('ti', 'vist'): 0.0009893643334157804
('ti', 'sen'): 0.0009893643334157804
('ti', 'vizm'): 0.0009893643334157804
('wtspc', 'soy'): 0.0009884317886234514
('run', 'sel'): 0.000984251968503937
('run', 'ner'): 0.000984251968503937
('run', 'ni'): 0.000984251968503937
('run', 'dig'): 0.000984251968503937
('run', 'gok'): 0.000984251968503937
('run', 'duk'): 0.000984251968503937
('run', 'larn'): 0.000984251968503937
('run', 'nahv'): 0.000984251968503937
('run', 'dur'): 0.000984251968503937
('run', 'ti'): 0.000984251968503937
('ri', 'zi'): 0.0009823986901350797
('dev', 'gen'): 0.0009823182711198428
('dev', 'sol'): 0.0009823182711198428
('dev', 'yol'): 0.0009823182711198428
('dev', 'ran'): 0.0009823182711198428
('dev', 'zer'): 0.0009823182711198428
('bir', 'ya'): 0.0009809691975671965
('li', 'ri'): 0.0009806057964698192
('ris', 'lik'): 0.0009794319294809011
('ris', 'endsntnc'): 0.0009794319294809011
('ris', 'co'): 0.0009794319294809011
('ris', 'ring'): 0.0009794319294809011
('ris', 'tos'): 0.0009794319294809011
('ris', 'liy'): 0.0009794319294809011
('ris', 'gu'): 0.0009794319294809011
('ris', 'tarc'): 0.0009794319294809011
('ris', 'yon'): 0.0009794319294809011
('ris', 've'): 0.0009794319294809011
('ris', 'koy'): 0.0009794319294809011
('ris', 'tip'): 0.0009794319294809011
('o', 'pen'): 0.0009783368273934311
('o', 'kur'): 0.0009783368273934311
('o', 'bi'): 0.0009783368273934311
('o', 'mer'): 0.0009783368273934311
('ka', 'cin'): 0.0009779951100244498
('ka', 'r'): 0.0009779951100244498
('ka', 'met'): 0.0009779951100244498
('ka', 'min'): 0.0009779951100244498
('ka', 'lim'): 0.0009779951100244498
('sa', 'tur'): 0.0009755145839430299
('endsntnc', 'ha'): 0.0009751832672002152
('endsntnc', 'ar'): 0.0009751832672002152
('ki', 'yet'): 0.0009750548468351345
('d', 'aos'): 0.0009746588693957114
('d', 'eutschf'): 0.0009746588693957114
('d', 'ros'): 0.0009746588693957114
('d', 'aum'): 0.0009746588693957114
('d', 'ras'): 0.0009746588693957114
('d', 'ient'): 0.0009746588693957114
('d', 'raft'): 0.0009746588693957114
('d', 'rift'): 0.0009746588693957114
('d', 'ka'): 0.0009746588693957114
('d', 'ioc'): 0.0009746588693957114
('d', 'hul'): 0.0009746588693957114
('d', 'uop'): 0.0009746588693957114
('d', 'ain'): 0.0009746588693957114
('d', 'dir'): 0.0009746588693957114
('d', 'se'): 0.0009746588693957114
('d', 'ein'): 0.0009746588693957114
('d', 'mit'): 0.0009746588693957114
('d', 'uev'): 0.0009746588693957114
('d', 'aet'): 0.0009746588693957114
('d', 'za'): 0.0009746588693957114
('d', 'iaf'): 0.0009746588693957114
('d', 'j'): 0.0009746588693957114
('d', 'tu'): 0.0009746588693957114
('d', 'ieu'): 0.0009746588693957114
('d', 'de'): 0.0009746588693957114
('d', 'eok'): 0.0009746588693957114
('d', 'iau'): 0.0009746588693957114
('d', 's'): 0.0009746588693957114
('d', 't'): 0.0009746588693957114
('d', 'ma'): 0.0009746588693957114
('d', 'aup'): 0.0009746588693957114
('d', 'eat'): 0.0009746588693957114
('d', 'sir'): 0.0009746588693957114
('d', 'een'): 0.0009746588693957114
('d', 'aag'): 0.0009746588693957114
('d', 'lar'): 0.0009746588693957114
('d', 'dey'): 0.0009746588693957114
('d', 'iu'): 0.0009746588693957114
('d', 'ouin'): 0.0009746588693957114
('d', 'iopt'): 0.0009746588693957114
('d', 'eutz'): 0.0009746588693957114
('d', 'ier'): 0.0009746588693957114
('d', 'eia'): 0.0009746588693957114
('d', 'aer'): 0.0009746588693957114
('d', 'uul'): 0.0009746588693957114
('d', 'eol'): 0.0009746588693957114
('d', 'yi'): 0.0009746588693957114
('d', 'eer'): 0.0009746588693957114
('d', 'ron'): 0.0009746588693957114
('d', 'mi'): 0.0009746588693957114
('d', 'eist'): 0.0009746588693957114
('d', 'ien'): 0.0009746588693957114
('d', 'out'): 0.0009746588693957114
('d', 'eaux'): 0.0009746588693957114
('d', 'eu'): 0.0009746588693957114
('d', 'o'): 0.0009746588693957114
('d', 'eep'): 0.0009746588693957114
('d', 'aul'): 0.0009746588693957114
('d', 'iag'): 0.0009746588693957114
('d', 'ii'): 0.0009746588693957114
('d', 'yo'): 0.0009746588693957114
('d', 'iot'): 0.0009746588693957114
('d', 'aizm'): 0.0009746588693957114
('d', 'ius'): 0.0009746588693957114
('d', 'eog'): 0.0009746588693957114
('d', 'iog'): 0.0009746588693957114
('d', 'tat'): 0.0009746588693957114
('d', 'so'): 0.0009746588693957114
('d', 'aiz'): 0.0009746588693957114
('d', 'ion'): 0.0009746588693957114
('d', 'ouard'): 0.0009746588693957114
('d', 'aaf'): 0.0009746588693957114
('d', 'euk'): 0.0009746588693957114
('d', 'auc'): 0.0009746588693957114
('d', 'eilk'): 0.0009746588693957114
('ye', 'tiz'): 0.0009743875278396437
('ye', 'nik'): 0.0009743875278396437
('ye', 'zid'): 0.0009743875278396437
('ye', 'se'): 0.0009743875278396437
('si', 'jen'): 0.0009738904605110606
('wtspc', 'fut'): 0.0009720035594496543
('lu', 'bi'): 0.0009718172983479105
('lu', 'nen'): 0.0009718172983479105
('lu', 'endsntnc'): 0.0009718172983479105
('lu', 'tu'): 0.0009718172983479105
('lu', 'zern'): 0.0009718172983479105
('cin', 'giz'): 0.0009715025906735751
('cin', 'hin'): 0.0009715025906735751
('cin', 'dir'): 0.0009715025906735751
('cin', 'tosh'): 0.0009715025906735751
('bgnsntnc', 'kan'): 0.0009689922480620155
('bgnsntnc', 'men'): 0.0009689922480620155
('bgnsntnc', 'ler'): 0.0009689922480620155
('bgnsntnc', 'mad'): 0.0009689922480620155
('bgnsntnc', 'ben'): 0.0009689922480620155
('bgnsntnc', 'bes'): 0.0009689922480620155
('bgnsntnc', 'por'): 0.0009689922480620155
('ba', 'cak'): 0.000968804495252858
('ba', 'con'): 0.000968804495252858
('ba', 'til'): 0.000968804495252858
('ba', 'rack'): 0.000968804495252858
('ba', 'zalt'): 0.000968804495252858
('ba', 'san'): 0.000968804495252858
('ba', 'l'): 0.000968804495252858
('mak', 'ros'): 0.0009668063164679343
('mak', 'sat'): 0.0009668063164679343
('mak', 'sil'): 0.0009668063164679343
('to', 'lun'): 0.0009657170449058426
('to', 'kay'): 0.0009657170449058426
('to', 'vic'): 0.0009657170449058426
('to', 'zo'): 0.0009657170449058426
('to', 'park'): 0.0009657170449058426
('to', 'kun'): 0.0009657170449058426
('to', 'pi'): 0.0009657170449058426
('to', 'logy'): 0.0009657170449058426
('to', 'rum'): 0.0009657170449058426
('to', 'sa'): 0.0009657170449058426
('to', 'ruy'): 0.0009657170449058426
('to', 'pal'): 0.0009657170449058426
('to', 'to'): 0.0009657170449058426
('to', 'puz'): 0.0009657170449058426
('to', 'fa'): 0.0009657170449058426
('to', 'zan'): 0.0009657170449058426
('to', 'fo'): 0.0009657170449058426
('to', 'mer'): 0.0009657170449058426
('to', 'har'): 0.0009657170449058426
('to', 'ron'): 0.0009657170449058426
('to', 'kats'): 0.0009657170449058426
('to', 'mar'): 0.0009657170449058426
('to', 'mat'): 0.0009657170449058426
('to', 'pak'): 0.0009657170449058426
('to', 'kin'): 0.0009657170449058426
('to', 'zi'): 0.0009657170449058426
('to', 'vol'): 0.0009657170449058426
('to', 'tal'): 0.0009657170449058426
('to', 'sur'): 0.0009657170449058426
('la', 'ci'): 0.0009647692870687648
('me', 'ne'): 0.0009644364074743822
('ul', 'ya'): 0.0009633911368015414
('ul', 'man'): 0.0009633911368015414
('ul', 'hi'): 0.0009633911368015414
('ul', 'la'): 0.0009633911368015414
('ul', 'wtspc'): 0.0009633911368015414
('par', 't'): 0.0009615384615384616
('par', 'lo'): 0.0009615384615384616
('par', 'kos'): 0.0009615384615384616
('par', 'tiy'): 0.0009615384615384616
('par', 'r'): 0.0009615384615384616
('par', 'dim'): 0.0009615384615384616
('par', 'me'): 0.0009615384615384616
('par', 'fu'): 0.0009615384615384616
('ga', 'yin'): 0.0009606147934678194
('len', 'g'): 0.0009606147934678194
('ga', 'l'): 0.0009606147934678194
('ga', 'lon'): 0.0009606147934678194
('ga', 'r'): 0.0009606147934678194
('ga', 'bi'): 0.0009606147934678194
('ga', 'niy'): 0.0009606147934678194
('ga', 'to'): 0.0009606147934678194
('ga', 'met'): 0.0009606147934678194
('ga', 'mis'): 0.0009606147934678194
('ga', 'lis'): 0.0009606147934678194
('ga', 'tech'): 0.0009606147934678194
('ga', 'tis'): 0.0009606147934678194
('len', 'yum'): 0.0009606147934678194
('ga', 'ron'): 0.0009606147934678194
('ga', 'lo'): 0.0009606147934678194
('len', 'fa'): 0.0009606147934678194
('len', 'ko'): 0.0009606147934678194
('le', 'dir'): 0.0009603457244608059
('le', 'sir'): 0.0009603457244608059
('da', 'le'): 0.0009599122365955112
('i', 'mam'): 0.0009592901253072726
('i', 'nin'): 0.0009592901253072726
('be', 'dip'): 0.0009590792838874681
('be', 'tik'): 0.0009590792838874681
('be', 'lin'): 0.0009590792838874681
('be', 'der'): 0.0009590792838874681
('be', 'kis'): 0.0009590792838874681
('wtspc', 'kon'): 0.0009583133684714902
('ay', 'bar'): 0.0009573958831977022
('ay', 'dins'): 0.0009573958831977022
('ay', 'se'): 0.0009573958831977022
('ay', 'nu'): 0.0009573958831977022
('ay', 'han'): 0.0009573958831977022
('nin', 'di'): 0.0009573042312847023
('ra', 'tan'): 0.0009536384976525822
('ra', 'rin'): 0.0009536384976525822
('ra', 'fet'): 0.0009536384976525822
('ra', 'endsntnc'): 0.0009536384976525822
('nu', 'ya'): 0.0009534706331045003
('nu', 'tu'): 0.0009534706331045003
('ta', 'vir'): 0.0009534286762009534
('ta', 'liz'): 0.0009534286762009534
('ta', 'rif'): 0.0009534286762009534
('ta', 'bil'): 0.0009534286762009534
('ta', 'zi'): 0.0009534286762009534
('siz', 'le'): 0.0009532888465204957
('siz', 'les'): 0.0009532888465204957
('kim', 'di'): 0.0009532888465204957
('siz', 'den'): 0.0009532888465204957
('siz', 'dan'): 0.0009532888465204957
('kim', 'siz'): 0.0009532888465204957
('siz', 'per'): 0.0009532888465204957
('siz', 'yuk'): 0.0009532888465204957
('kim', 'kap'): 0.0009532888465204957
('te', 'ror'): 0.0009522801819913237
('te', 'nu'): 0.0009522801819913237
('zel', 'ler'): 0.0009514747859181732
('zel', 'de'): 0.0009514747859181732
('zel', 'ze'): 0.0009514747859181732
('zel', 'den'): 0.0009514747859181732
('zel', 'tir'): 0.0009514747859181732
('zel', 'me'): 0.0009514747859181732
('zel', 'bah'): 0.0009514747859181732
('zel', 'yurt'): 0.0009514747859181732
('lan', 'ci'): 0.0009491525423728814
('lan', 'ca'): 0.0009491525423728814
('tu', 'luy'): 0.0009487666034155598
('c', 'iun'): 0.0009487666034155598
('tu', 'haf'): 0.0009487666034155598
('c', 'hin'): 0.0009487666034155598
('c', 'uan'): 0.0009487666034155598
('c', 'ki'): 0.0009487666034155598
('c', 'ue'): 0.0009487666034155598
('c', 'ei'): 0.0009487666034155598
('c', 'hurch'): 0.0009487666034155598
('c', 'eun'): 0.0009487666034155598
('tu', 'ren'): 0.0009487666034155598
('c', 'hol'): 0.0009487666034155598
('tu', 'nist'): 0.0009487666034155598
('c', 'ma'): 0.0009487666034155598
('c', 'hew'): 0.0009487666034155598
('tu', 'ket'): 0.0009487666034155598
('c', 'ient'): 0.0009487666034155598
('c', 'row'): 0.0009487666034155598
('c', 'ba'): 0.0009487666034155598
('c', 'oa'): 0.0009487666034155598
('tu', 'las'): 0.0009487666034155598
('c', 'ten'): 0.0009487666034155598
('c', 'oo'): 0.0009487666034155598
('c', 'hel'): 0.0009487666034155598
('c', 'uu'): 0.0009487666034155598
('c', 'lem'): 0.0009487666034155598
('tu', 'suy'): 0.0009487666034155598
('tu', 'mi'): 0.0009487666034155598
('c', 'aah'): 0.0009487666034155598
('c', 'airn'): 0.0009487666034155598
('c', 'iot'): 0.0009487666034155598
('tu', 'les'): 0.0009487666034155598
('c', 'gu'): 0.0009487666034155598
('c', 'oe'): 0.0009487666034155598
('c', 'se'): 0.0009487666034155598
('tu', 'ras'): 0.0009487666034155598
('tu', 'rer'): 0.0009487666034155598
('c', 'hen'): 0.0009487666034155598
('c', 'hev'): 0.0009487666034155598
('c', 'res'): 0.0009487666034155598
('c', 'rim'): 0.0009487666034155598
('c', 'oar'): 0.0009487666034155598
('c', 'yu'): 0.0009487666034155598
('c', 'ua'): 0.0009487666034155598
('c', 'ail'): 0.0009487666034155598
('c', 'yor'): 0.0009487666034155598
('tu', 'd'): 0.0009487666034155598
('c', 'ru'): 0.0009487666034155598
('tu', 'r'): 0.0009487666034155598
('c', 'diz'): 0.0009487666034155598
('c', 'iol'): 0.0009487666034155598
('c', 'aedd'): 0.0009487666034155598
('c', 'lar'): 0.0009487666034155598
('c', 'aut'): 0.0009487666034155598
('c', 'eer'): 0.0009487666034155598
('c', 'ear'): 0.0009487666034155598
('c', 'do'): 0.0009487666034155598
('c', 'hick'): 0.0009487666034155598
('c', 'gi'): 0.0009487666034155598
('c', 'ian'): 0.0009487666034155598
('c', 'sab'): 0.0009487666034155598
('c', 'iom'): 0.0009487666034155598
('c', 'ous'): 0.0009487666034155598
('c', 'rack'): 0.0009487666034155598
('c', 'rest'): 0.0009487666034155598
('c', 'ross'): 0.0009487666034155598
('c', 'ur'): 0.0009487666034155598
('c', 'ui'): 0.0009487666034155598
('c', 'fa'): 0.0009487666034155598
('c', 'iet'): 0.0009487666034155598
('c', 'oimb'): 0.0009487666034155598
('tu', 'gal'): 0.0009487666034155598
('c', 'eal'): 0.0009487666034155598
('c', 'lerk'): 0.0009487666034155598
('c', 'oi'): 0.0009487666034155598
('c', 'iek'): 0.0009487666034155598
('c', 'la'): 0.0009487666034155598
('c', 'ies'): 0.0009487666034155598
('c', 'lus'): 0.0009487666034155598
('c', 'auc'): 0.0009487666034155598
('c', 'eus'): 0.0009487666034155598
('c', 'huck'): 0.0009487666034155598
('c', 'iain'): 0.0009487666034155598
('c', 'lay'): 0.0009487666034155598
('c', 'has'): 0.0009487666034155598
('c', 'hur'): 0.0009487666034155598
('c', 'hek'): 0.0009487666034155598
('c', 'oop'): 0.0009487666034155598
('c', 'uol'): 0.0009487666034155598
('wtspc', 'tum'): 0.0009473612156889589
('re', 'dil'): 0.0009456264775413711
('re', 'zo'): 0.0009456264775413711
('re', 'sit'): 0.0009456264775413711
('re', 'kor'): 0.0009456264775413711
('re', 'mo'): 0.0009456264775413711
('bas', 'kur'): 0.0009454774661203908
('bas', 'ter'): 0.0009454774661203908
('bas', 'endsntnc'): 0.0009454774661203908
('bas', 've'): 0.0009454774661203908
('bas', 'ro'): 0.0009454774661203908
('bas', 'ton'): 0.0009454774661203908
('r', 'eof'): 0.0009442870632672333
('r', 'iay'): 0.0009442870632672333
('r', 'hi'): 0.0009442870632672333
('r', 'euz'): 0.0009442870632672333
('r', 'gen'): 0.0009442870632672333
('r', 'oud'): 0.0009442870632672333
('r', 'ael'): 0.0009442870632672333
('r', 'iel'): 0.0009442870632672333
('r', 'ioj'): 0.0009442870632672333
('r', 'ioq'): 0.0009442870632672333
('r', 'oas'): 0.0009442870632672333
('r', 'tuk'): 0.0009442870632672333
('r', 'ees'): 0.0009442870632672333
('r', 'eie'): 0.0009442870632672333
('r', 'iand'): 0.0009442870632672333
('r', 'delp'): 0.0009442870632672333
('r', 'iik'): 0.0009442870632672333
('r', 'z'): 0.0009442870632672333
('r', 'j'): 0.0009442870632672333
('r', 'ians'): 0.0009442870632672333
('r', 'ough'): 0.0009442870632672333
('r', 'eid'): 0.0009442870632672333
('r', 'ials'): 0.0009442870632672333
('r', 'aes'): 0.0009442870632672333
('r', 'ras'): 0.0009442870632672333
('r', 'auss'): 0.0009442870632672333
('r', 'oads'): 0.0009442870632672333
('r', 'ausch'): 0.0009442870632672333
('r', 'tos'): 0.0009442870632672333
('r', 'aie'): 0.0009442870632672333
('r', 'aund'): 0.0009442870632672333
('r', 'oadd'): 0.0009442870632672333
('r', 'ooklyn'): 0.0009442870632672333
('r', 'aim'): 0.0009442870632672333
('r', 'ao'): 0.0009442870632672333
('r', 'yan'): 0.0009442870632672333
('r', 'aul'): 0.0009442870632672333
('r', 'o'): 0.0009442870632672333
('r', 'me'): 0.0009442870632672333
('r', 'uoy'): 0.0009442870632672333
('r', 'ias'): 0.0009442870632672333
('r', 'rem'): 0.0009442870632672333
('r', 'uun'): 0.0009442870632672333
('r', 'bahs'): 0.0009442870632672333
('r', 'iun'): 0.0009442870632672333
('r', 'aus'): 0.0009442870632672333
('r', 'auan'): 0.0009442870632672333
('r', 'ti'): 0.0009442870632672333
('r', 'ean'): 0.0009442870632672333
('r', 'oot'): 0.0009442870632672333
('r', 'oach'): 0.0009442870632672333
('r', 'turk'): 0.0009442870632672333
('r', 'ient'): 0.0009442870632672333
('r', 'eign'): 0.0009442870632672333
('r', 'ood'): 0.0009442870632672333
('r', 'oughs'): 0.0009442870632672333
('r', 'aeum'): 0.0009442870632672333
('r', 'eum'): 0.0009442870632672333
('r', 'iod'): 0.0009442870632672333
('r', 'ref'): 0.0009442870632672333
('r', 'tem'): 0.0009442870632672333
('r', 'eed'): 0.0009442870632672333
('r', 'eamp'): 0.0009442870632672333
('r', 'eat'): 0.0009442870632672333
('r', 'iab'): 0.0009442870632672333
('r', 'ook'): 0.0009442870632672333
('r', 'iad'): 0.0009442870632672333
('r', 'g'): 0.0009442870632672333
('r', 'u'): 0.0009442870632672333
('r', 'iomp'): 0.0009442870632672333
('r', 'ieur'): 0.0009442870632672333
('r', 'iean'): 0.0009442870632672333
('r', 'aev'): 0.0009442870632672333
('r', 'eutz'): 0.0009442870632672333
